structure,family,split,ops,n_ops,levels,n_levels,n_pairs
vse2-A_Vacancy-Anion-12A.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Vacancy-Anion-12B.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-A_Vacancy-Metal.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Adatom-Li.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Adatom-Na.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Anti-2M.png,vse2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Anti-Anion.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Anti-Metal.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Defect-Free.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Int-Anion.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Int-Metal.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Mo_adatom.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Nb_adatom.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_V_adatom.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Vacancy-Anion-03.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Vacancy-Anion-06A.png,vse2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Vacancy-Anion-06B.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Vacancy-Anion-09A.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Vacancy-Anion-09B.png,vse2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Vacancy-Anion-12A.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Vacancy-Anion-12B.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vse2-B_Vacancy-Metal.png,vse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Adatom-Li.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Adatom-Na.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Anti-Anion.png,vte2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Anti-Metal.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Defect-Free.png,vte2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Mo_adatom.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Nb_adatom.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_V_adatom.png,vte2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Vacancy-Anion-03.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Vacancy-Anion-06A.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Vacancy-Anion-06B.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Vacancy-Anion-09A.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Vacancy-Anion-09B.png,vte2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Vacancy-Anion-12A.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Vacancy-Anion-12B.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
vte2_Vacancy-Metal.png,vte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Anti-Anion.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Anti-Metal.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Cr_doped.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Defect-Free.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Doped-O.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Mo_doped.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Re_doped.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Vacancy-Anion-03.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Vacancy-Anion-06A.png,ws2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Vacancy-Anion-06B.png,ws2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-A_Vacancy-Metal.png,ws2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Anti-Anion.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Anti-Metal.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Cr_doped.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Defect-Free.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Doped-O.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Mo_doped.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Re_doped.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Vacancy-Anion-03.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Vacancy-Anion-06A.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Vacancy-Anion-06B.png,ws2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-B_Vacancy-Metal.png,ws2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_Anti-Anion.png,ws2-C,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_Anti-Metal.png,ws2-C,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_Cr_doped.png,ws2-C,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_Defect-Free.png,ws2-C,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_Mo_doped.png,ws2-C,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_O_doped.png,ws2-C,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_Re_doped.png,ws2-C,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_V48_V38.png,ws2-C,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_V48_V44.png,ws2-C,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_Vacancy-Anion.png,ws2-C,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
ws2-C_Vacancy-Metal.png,ws2-C,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Anti-Anion.png,wse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Anti-Metal.png,wse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Cr_doped.png,wse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Defect-Free.png,wse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Doped-O.png,wse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Mo_doped.png,wse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Re_doped.png,wse2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Vacancy-Anion-03.png,wse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Vacancy-Anion-06A.png,wse2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Vacancy-Anion-06B.png,wse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wse2_Vacancy-Metal.png,wse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Anti-Anion.png,wte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Anti-Metal.png,wte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Cr_doped.png,wte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Defect-Free.png,wte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Doped-O.png,wte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Mo_doped.png,wte2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Re_doped.png,wte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Vacancy-Anion-03.png,wte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Vacancy-Anion-06A.png,wte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Vacancy-Anion-06B.png,wte2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
wte2_Vacancy-Metal.png,wte2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zro2_Defect-Free.png,zro2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zro2_Vacancy-Anion-03.png,zro2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zro2_Vacancy-Metal.png,zro2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zrs2_Cr_doped.png,zrs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zrs2_Cu_doped.png,zrs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zrs2_Defect-Free.png,zrs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zrs2_Ni_doped.png,zrs2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zrs2_Vacancy-Anion-03.png,zrs2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zrs2_Vacancy-Metal.png,zrs2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zrse2_Defect-Free.png,zrse2,test,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zrse2_Vacancy-Anion-03.png,zrse2,val,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zrse2_Vacancy-Metal.png,zrse2,train,"A,B,C",3,"1,2,4,8,12,16,20,28,36",9,27
zrte2_Cr_doped.png,zrte2,train,"A,B",2,"1,2,4,8,12,16,20,28,36",9,16
